log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward,loss_jacobian_x,loss_jacobian_u
-8510522.0,21.65079116821289,38.49287414550781,-38.49287414550781,-8510522.0,21.65079116821289,38.49287414550781,-38.49287414550781,0.0,0.0,0,6,,,,,,,,,,,
-8510521.0,14.939308166503906,38.53159713745117,-38.53159713745117,-8510521.0,14.939308166503906,38.53159713745117,-38.53159713745117,,,1,13,302.460205078125,-0.00010144710540771484,-8050145.5,-460375.90625,302.460205078125,-0.00010144710540771484,-8050145.5,-460375.90625,,,
-8510522.0,19.469261169433594,37.77376174926758,-37.77376174926758,-8510522.0,19.469261169433594,37.77376174926758,-37.77376174926758,,,2,20,,,,,,,,,,,
-8510522.0,26.488304138183594,37.315025329589844,-37.315025329589844,-8510522.0,26.488304138183594,37.315025329589844,-37.315025329589844,,,3,27,,,,,,,,,,,
-8510521.0,16.341209411621094,36.77894592285156,-36.77894592285156,-8510521.0,16.341209411621094,36.77894592285156,-36.77894592285156,,,4,34,,,,,,,,,,,
-8510520.0,18.291473388671875,36.868289947509766,-36.868289947509766,-8510520.0,18.291473388671875,36.868289947509766,-36.868289947509766,0.0,0.0,5,41,,,,,,,,,,,
-8510522.0,15.110969543457031,36.27281951904297,-36.27281951904297,-8510522.0,15.110969543457031,36.27281951904297,-36.27281951904297,,,6,48,,,,,,,,,,,
,,27.68191909790039,-27.68191909790039,,,,,,,7,49,,,,,,,,,20.742416381835938,,
-8510520.0,32.74202346801758,35.98845672607422,-35.98845672607422,-8510520.0,32.74202346801758,35.98845672607422,-35.98845672607422,,,7,55,,,,,,,,,,,
-8510522.0,27.098655700683594,35.816097259521484,-35.816097259521484,-8510522.0,27.098655700683594,35.816097259521484,-35.816097259521484,,,8,62,,,,,,,,,,,
-8510520.0,14.870166778564453,35.309810638427734,-35.309810638427734,-8510520.0,14.870166778564453,35.309810638427734,-35.309810638427734,,,9,69,,,,,,,,,,,
-8510520.0,15.599727630615234,35.134883880615234,-35.134883880615234,-8510520.0,15.599727630615234,35.134883880615234,-35.134883880615234,0.0,0.0,10,76,,,,,,,,,,,
-8510520.0,26.428699493408203,34.73784637451172,-34.73784637451172,-8510520.0,26.428699493408203,34.73784637451172,-34.73784637451172,,,11,83,349.10919189453125,0.0015124082565307617,-8513201.0,2676.199951171875,349.1091613769531,0.0015124082565307617,-8513201.0,2676.199951171875,,,
-8510521.0,16.989707946777344,34.530113220214844,-34.530113220214844,-8510521.0,16.989707946777344,34.530113220214844,-34.530113220214844,,,12,90,,,,,,,,,,,
-8510521.0,31.189918518066406,34.08989715576172,-34.08989715576172,-8510521.0,31.189918518066406,34.08989715576172,-34.08989715576172,,,13,97,,,,,,,,,,,
,,24.87840461730957,-24.87840461730957,,,,,,,14,99,,,,,,,,,16.344711303710938,,
-8510521.0,17.642974853515625,33.614662170410156,-33.614662170410156,-8510521.0,17.642974853515625,33.614662170410156,-33.614662170410156,,,14,104,,,,,,,,,,,
-8510521.0,19.719600677490234,33.36066818237305,-33.36066818237305,-8510521.0,19.719600677490234,33.36066818237305,-33.36066818237305,0.0,0.0,15,111,,,,,,,,,,,
-8510522.0,21.338462829589844,32.76482009887695,-32.76482009887695,-8510522.0,21.338462829589844,32.76482009887695,-32.76482009887695,,,16,118,,,,,,,,,,,
-8510520.0,19.07825469970703,32.75217819213867,-32.75217819213867,-8510520.0,19.07825469970703,32.75217819213867,-32.75217819213867,,,17,125,,,,,,,,,,,
-8510520.0,16.08133316040039,32.15736389160156,-32.15736389160156,-8510520.0,16.08133316040039,32.15736389160156,-32.15736389160156,,,18,132,,,,,,,,,,,
-8510522.0,21.42190933227539,31.665437698364258,-31.665437698364258,-8510522.0,21.42190933227539,31.665437698364258,-31.665437698364258,,,19,139,,,,,,,,,,,
